CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Exited
15634602,Hargrave,-0.3395202972434472,0.34662988373807435,-1.0634406705539226,-1.2360909809858611,-0.9287773648899255,0.6123872078540833,0.9709481378006596,0.034049431295104106,True,False,False,True,False,1
15647311,Hill,-0.45720243842252917,0.2458746319095487,-1.414130977769358,0.12412717437571691,-0.9287773648899255,-1.6329537703835821,0.9709481378006596,0.23105617091786707,False,False,True,True,False,0
15619304,Onio,-1.5912303443300464,0.34662988373807435,1.04070117273869,1.3552354036701106,2.7225302976196097,0.6123872078540833,-1.0299211266475543,0.2555020995445609,True,False,False,True,False,1
15701354,Boni,0.5163498204226036,0.044364128252497366,-1.414130977769358,-1.2360909809858611,0.8968764663648422,-1.6329537703835821,-1.0299211266475543,-0.09834056907361484,True,False,False,True,False,0
15737888,Mitchell,2.131804667517274,0.44738513556660003,-1.0634406705539226,0.8009744691797804,-0.9287773648899255,0.6123872078540833,0.9709481378006596,-0.3578059620259695,False,False,True,True,False,0
15574012,Chu,-0.06136250900198068,0.5481403873951257,1.04070117273869,0.6101878433787926,0.8968764663648422,0.6123872078540833,-1.0299211266475543,0.8860169452103398,False,False,True,False,True,1
15592531,Bartlett,1.8322501263341566,1.1526718983662798,0.6900108655232545,-1.2360909809858611,0.8968764663648422,0.6123872078540833,0.9709481378006596,-1.572566164418799,True,False,False,False,True,0
15792365,He,-1.601928720800872,0.5481403873951257,-0.3620600561230518,1.0694260003872273,0.8968764663648422,-1.6329537703835821,0.9709481378006596,-0.4307324408757584,True,False,False,False,True,0
15592389,H?,0.35587417336021904,-1.1646988936898106,-1.0634406705539226,0.9485566327118423,-0.9287773648899255,0.6123872078540833,0.9709481378006596,-0.4873117092443113,True,False,False,False,True,0
15767821,Bearce,-1.3130725560885799,-0.761677886375708,0.33932055830781904,0.4196605761406257,0.8968764663648422,-1.6329537703835821,-1.0299211266475543,-0.33849864331089213,True,False,False,False,True,0
15737173,Andrews,-1.6447222266841746,-1.4669646491753876,-0.7127503633384872,-1.2360909809858611,0.8968764663648422,0.6123872078540833,-1.0299211266475543,-0.40522137311884243,False,False,True,False,True,0
15632264,Kay,-1.869388132571513,-0.45941213089013094,1.7420817871695609,-1.2360909809858611,0.8968764663648422,0.6123872078540833,-1.0299211266475543,-1.2874816410152194,True,False,False,True,False,0
15600882,Scott,-0.16834627371023703,-0.3586568790616053,0.6900108655232545,-1.2360909809858611,0.8968764663648422,0.6123872078540833,0.9709481378006596,-0.5889342893671486,False,False,True,True,False,0
15643966,Goforth,-0.37161542665592406,0.6488956392236513,-0.7127503633384872,1.086927672016268,0.8968764663648422,-1.6329537703835821,0.9709481378006596,-0.6175232079352555,False,True,False,False,True,0
15737452,Romeo,0.024224502764624387,1.958713912994485,-1.414130977769358,0.9160800066665226,-0.9287773648899255,0.6123872078540833,-1.0299211266475543,-1.6599513965675228,False,True,False,False,True,1
